0,IBM,12.99
1,Oracle,65.32
2,IBM,12.99
3,Oracle,65.32
4,Oracle,65.32
5,IBM,54.32
6,IBM,12.99
7,Oracle,65.32
8,Sun,32.56
9,Oracle,65.32
10,IBM,12.99
11,IBM,12.99
12,Oracle,65.32
13,Oracle,65.32
14,Sun,32.56
15,Sun,32.56
16,Sun,32.56
17,Sun,32.56
18,IBM,12.99
19,IBM,54.32
20,Sun,32.56
21,Sun,32.56
22,Oracle,65.32
23,Oracle,65.32
24,IBM,54.32
25,Oracle,65.32
26,Oracle,65.32
27,IBM,54.32
28,Oracle,65.32
29,Oracle,65.32
30,Oracle,65.32
31,Sun,32.56
32,Oracle,65.32
33,Sun,32.56
34,Oracle,65.32
35,IBM,54.32
36,Sun,32.56
37,Oracle,65.32
38,IBM,12.99
39,Oracle,65.32
40,Oracle,65.32
41,Sun,32.56
42,IBM,12.99
43,IBM,12.99
44,Oracle,65.32
45,IBM,12.99
46,IBM,54.32
47,IBM,12.99
48,Sun,32.56
49,Oracle,65.32
50,Oracle,65.32
51,IBM,12.99
52,Sun,32.56
53,Oracle,65.32
54,IBM,54.32
55,Oracle,65.32
56,IBM,12.99
57,Sun,32.56
58,Oracle,65.32
59,Sun,32.56
60,IBM,12.99
61,Oracle,65.32
62,IBM,54.32
63,Sun,32.56
64,Sun,32.56
65,Sun,32.56
66,IBM,54.32
67,IBM,54.32
68,Oracle,65.32
69,Sun,32.56
70,IBM,54.32
71,IBM,54.32
72,IBM,12.99
73,IBM,54.32
74,Oracle,65.32
75,IBM,54.32
76,Oracle,65.32
77,Oracle,65.32
78,IBM,54.32
79,Sun,32.56
80,Sun,32.56
81,Oracle,65.32
82,IBM,54.32
83,IBM,12.99
84,IBM,54.32
85,Sun,32.56
86,Oracle,65.32
87,IBM,12.99
88,Oracle,65.32
89,Oracle,65.32
90,Oracle,65.32
91,IBM,12.99
92,Oracle,65.32
93,IBM,12.99
94,Oracle,65.32
95,Sun,32.56
96,IBM,54.32
97,IBM,12.99
98,IBM,54.32
99,Oracle,65.32
100,Sun,32.56
101,Sun,32.56
102,Sun,32.56
103,Sun,32.56
104,IBM,54.32
105,Sun,32.56
106,Sun,32.56
107,Sun,32.56
108,Sun,32.56
109,Sun,32.56
110,Sun,32.56
111,Sun,32.56
112,Sun,32.56
113,Sun,32.56
114,IBM,54.32
115,IBM,54.32
116,IBM,54.32
117,IBM,12.99
118,Sun,32.56
119,IBM,12.99
120,Oracle,65.32
121,Oracle,65.32
122,Sun,32.56
123,Oracle,65.32
124,IBM,12.99
125,IBM,54.32
126,Sun,32.56
127,IBM,12.99
128,IBM,54.32
129,IBM,12.99
130,IBM,54.32
131,Sun,32.56
132,Sun,32.56
133,IBM,12.99
134,Sun,32.56
135,IBM,12.99
136,IBM,12.99
137,Sun,32.56
138,Oracle,65.32
139,Oracle,65.32
140,IBM,12.99
141,IBM,12.99
142,Sun,32.56
143,IBM,12.99
144,Oracle,65.32
145,Oracle,65.32
146,Sun,32.56
147,IBM,54.32
148,Sun,32.56
149,IBM,12.99
150,Oracle,65.32
151,Sun,32.56
152,IBM,54.32
153,Sun,32.56
154,IBM,12.99
155,Oracle,65.32
156,Sun,32.56
157,IBM,54.32
158,IBM,54.32
159,IBM,12.99
160,Oracle,65.32
161,IBM,54.32
162,IBM,54.32
163,Sun,32.56
164,Sun,32.56
165,IBM,12.99
166,Oracle,65.32
167,IBM,12.99
168,Oracle,65.32
169,Oracle,65.32
170,IBM,54.32
171,IBM,54.32
172,Oracle,65.32
173,IBM,54.32
174,Oracle,65.32
175,Sun,32.56
176,Oracle,65.32
177,Oracle,65.32
178,IBM,12.99
179,Oracle,65.32
180,IBM,54.32
181,Oracle,65.32
182,IBM,54.32
183,IBM,12.99
184,IBM,12.99
185,Sun,32.56
186,Sun,32.56
187,Sun,32.56
188,IBM,54.32
189,Oracle,65.32
190,IBM,12.99
191,Sun,32.56
192,IBM,12.99
193,Oracle,65.32
194,Oracle,65.32
195,IBM,54.32
196,IBM,54.32
197,IBM,54.32
198,IBM,54.32
199,IBM,12.99
200,Oracle,65.32
201,Oracle,65.32
202,Sun,32.56
203,IBM,12.99
204,IBM,54.32
205,Oracle,65.32
206,IBM,12.99
207,Oracle,65.32
208,Sun,32.56
209,Sun,32.56
210,IBM,12.99
211,Sun,32.56
212,IBM,54.32
213,IBM,12.99
214,IBM,54.32
215,Oracle,65.32
216,IBM,12.99
217,Oracle,65.32
218,IBM,54.32
219,Oracle,65.32
220,Sun,32.56
221,Oracle,65.32
222,IBM,12.99
223,Oracle,65.32
224,IBM,54.32
225,Oracle,65.32
226,Sun,32.56
227,IBM,54.32
228,Sun,32.56
229,IBM,12.99
230,Sun,32.56
231,Oracle,65.32
232,Oracle,65.32
233,Sun,32.56
234,Oracle,65.32
235,Sun,32.56
236,Sun,32.56
237,Oracle,65.32
238,Sun,32.56
239,Sun,32.56
240,IBM,54.32
241,Oracle,65.32
242,IBM,54.32
243,IBM,12.99
244,Sun,32.56
245,Sun,32.56
246,Sun,32.56
247,Oracle,65.32
248,IBM,12.99
249,Sun,32.56
250,Sun,32.56
251,IBM,12.99
252,Oracle,65.32
253,IBM,54.32
254,Sun,32.56
255,Oracle,65.32
256,IBM,54.32
257,IBM,12.99
258,IBM,12.99
259,IBM,54.32
260,Oracle,65.32
261,Oracle,65.32
262,Oracle,65.32
263,IBM,54.32
264,Oracle,65.32
265,Oracle,65.32
266,Oracle,65.32
267,Sun,32.56
268,Sun,32.56
269,Sun,32.56
270,IBM,54.32
271,Sun,32.56
272,IBM,12.99
273,Sun,32.56
274,Sun,32.56
275,IBM,12.99
276,Sun,32.56
277,IBM,54.32
278,Sun,32.56
279,Oracle,65.32
280,IBM,12.99
281,Sun,32.56
282,Oracle,65.32
283,IBM,54.32
284,Sun,32.56
285,Oracle,65.32
