0,Sun,32.56
1,IBM,12.99
2,Sun,32.56
3,Oracle,65.32
4,IBM,12.99
5,Sun,32.56
6,Oracle,65.32
7,IBM,12.99
8,Sun,32.56
9,Sun,32.56
10,IBM,12.99
11,IBM,54.32
12,IBM,12.99
13,Sun,32.56
14,IBM,12.99
15,Oracle,65.32
16,IBM,12.99
17,Oracle,65.32
18,Oracle,65.32
19,IBM,54.32
20,Sun,32.56
21,Sun,32.56
22,Sun,32.56
23,Sun,32.56
24,Oracle,65.32
25,IBM,54.32
26,Sun,32.56
27,Sun,32.56
28,Oracle,65.32
29,Sun,32.56
30,Sun,32.56
31,IBM,12.99
32,IBM,12.99
33,IBM,12.99
34,Oracle,65.32
35,Oracle,65.32
36,Oracle,65.32
37,Sun,32.56
38,Sun,32.56
39,IBM,12.99
40,IBM,12.99
41,Oracle,65.32
42,Sun,32.56
43,IBM,12.99
44,IBM,12.99
45,IBM,54.32
46,IBM,54.32
47,Sun,32.56
48,IBM,54.32
49,Oracle,65.32
50,Oracle,65.32
51,Sun,32.56
52,Sun,32.56
53,Sun,32.56
54,Sun,32.56
55,Oracle,65.32
56,Sun,32.56
57,Oracle,65.32
58,Sun,32.56
59,Sun,32.56
60,Oracle,65.32
61,IBM,12.99
62,Sun,32.56
63,Sun,32.56
64,Oracle,65.32
65,IBM,12.99
66,Sun,32.56
67,Oracle,65.32
68,Oracle,65.32
69,Oracle,65.32
70,IBM,54.32
71,Sun,32.56
72,Sun,32.56
73,Oracle,65.32
74,Oracle,65.32
75,Sun,32.56
76,Sun,32.56
77,Sun,32.56
78,Sun,32.56
79,Sun,32.56
80,Oracle,65.32
81,Oracle,65.32
82,Oracle,65.32
83,IBM,12.99
84,Sun,32.56
85,Sun,32.56
86,IBM,12.99
87,IBM,54.32
88,Oracle,65.32
89,Sun,32.56
90,Sun,32.56
91,Sun,32.56
92,IBM,54.32
93,IBM,54.32
94,IBM,54.32
95,Sun,32.56
96,IBM,12.99
97,Oracle,65.32
98,Oracle,65.32
99,Sun,32.56
100,Sun,32.56
101,Sun,32.56
102,IBM,12.99
103,Oracle,65.32
104,IBM,54.32
105,Sun,32.56
106,Oracle,65.32
107,Oracle,65.32
108,IBM,54.32
109,IBM,12.99
110,IBM,54.32
111,IBM,12.99
112,Sun,32.56
113,IBM,12.99
114,IBM,54.32
115,IBM,54.32
116,Sun,32.56
117,Sun,32.56
118,IBM,12.99
119,Sun,32.56
120,IBM,12.99
121,IBM,54.32
122,IBM,12.99
123,Oracle,65.32
124,Oracle,65.32
125,Sun,32.56
126,Sun,32.56
127,Sun,32.56
128,Sun,32.56
129,Oracle,65.32
130,IBM,54.32
131,Oracle,65.32
132,Sun,32.56
133,Oracle,65.32
134,IBM,54.32
135,Sun,32.56
136,Sun,32.56
137,Sun,32.56
138,Oracle,65.32
139,Oracle,65.32
140,Oracle,65.32
141,IBM,12.99
142,IBM,12.99
143,IBM,54.32
144,Oracle,65.32
145,Sun,32.56
146,Oracle,65.32
147,Sun,32.56
148,Oracle,65.32
149,Oracle,65.32
150,Oracle,65.32
151,IBM,54.32
152,IBM,12.99
153,Sun,32.56
154,Oracle,65.32
155,IBM,12.99
156,Oracle,65.32
157,Sun,32.56
158,Sun,32.56
159,Oracle,65.32
160,Sun,32.56
161,Oracle,65.32
162,IBM,12.99
163,Oracle,65.32
164,Sun,32.56
165,IBM,12.99
166,Oracle,65.32
167,Sun,32.56
168,Oracle,65.32
169,Sun,32.56
170,IBM,54.32
171,Sun,32.56
172,IBM,12.99
173,IBM,12.99
174,Sun,32.56
175,Sun,32.56
176,Sun,32.56
177,Sun,32.56
178,Sun,32.56
179,Sun,32.56
180,IBM,12.99
181,IBM,12.99
182,IBM,54.32
183,IBM,12.99
184,IBM,54.32
185,IBM,54.32
186,IBM,54.32
187,Sun,32.56
188,IBM,12.99
189,Oracle,65.32
